D1,D2,D4,D6,D8,D9,D10,D12,D15,D16,D18,D19,D20,D21,D24,D25,D26,D27,D31,D32,D33,D34,SFE
0.382771552,1.490475849,1.861186196,56.34774184,730.8529846,1444.054566,25.44751147,74.68347202,245.5619669,172.4288777,7.009421836,4.850709091,0.006632787,0.008879078,3.300138388,2015.661861,48983.63062,0.652854446,1.240983662,7769.153924,2338.00247,3502.589846,67.515626
0.661659921,1.415411271,1.856589134,56.68409835,725.7809864,1508.13401,25.60547114,76.90792441,208.8263772,189.0465583,9.927528756,6.318629806,0.010550448,0.009622114,3.241566596,1524.147438,40227.1219,0.710326167,0.88182877,12924.67791,3564.835572,6897.735759,94.63970199
-5.332038442,-1.332665835,1.827678778,56.09036053,751.6044898,1522.904526,25.17813122,80.47408434,75.20930629,239.4712043,14.68508406,3.471501629,0.002956745,0.005153712,1.039391535,796.633547,15029.48009,0.274091401,0.254763014,17121.76508,2126.993187,7316.755845,-224.2638935
-1.612339421,-0.579463568,1.807680064,55.58272258,723.6268196,1577.153491,24.88790708,83.58692951,149.007142,228.7510198,14.78446607,5.837103373,0.009929923,0.011562765,2.940071603,2439.815136,52662.72552,0.948801397,0.696829794,17976.3958,5285.394951,9614.3734,-32.86201639
-3.98170268,-1.207308558,1.812949394,55.7041621,739.0153789,1551.850809,24.97073003,83.08397528,99.65931928,240.0810863,17.20248756,3.999749105,0.005504604,0.008154178,1.733322804,1824.652471,34290.01726,0.607189034,0.407918209,18348.54168,3550.218763,8476.444877,-93.25162075
-0.432414881,0.025104304,1.827631945,56.63206705,725.9865215,1567.073808,25.00329077,82.94513105,201.7892279,211.4486964,8.556896274,5.627631691,0.009600708,0.011497732,2.755881287,1939.373368,40852.36206,1.031663688,0.479039408,14644.28784,5075.891424,8620.4565,-16.97978455
-0.107820354,1.191633784,1.863475164,57.21416681,734.9097604,1491.81353,25.5917585,77.08310621,215.5980922,187.7142933,12.90837642,5.674755144,0.006647626,0.007667678,2.24767317,1091.482964,25457.05726,0.564326782,0.56301861,13571.19023,2789.481685,6597.396557,81.83223148
-0.478036997,0.975698904,1.853084457,56.29947192,732.6693491,1469.856889,25.39927952,75.99738281,212.5052901,186.355284,12.74731899,5.975568235,0.007197036,0.008850372,3.093636665,1887.869008,45402.51649,0.639392989,1.056992526,13771.95781,3182.861055,6504.303012,54.0141149
-1.57022331,-0.874195767,1.824741401,57.11885843,735.7661995,1573.843542,24.65774836,82.82572403,219.1420264,211.6322915,4.881560722,2.03183028,0.007275624,0.009946181,1.787639487,1904.556594,31383.39497,0.548827882,0.259429476,13907.58223,4351.926822,8014.588281,-172.5497969
-3.528475889,-0.752337551,1.840123165,56.67865177,748.0547466,1514.170995,25.11645304,77.75034326,150.8251137,214.0480947,14.76326508,3.899573827,0.004983244,0.006010928,1.545612521,1099.650738,21076.80274,0.304513834,0.466304354,20884.21744,2702.002921,9121.347923,81.10590987
-1.774524153,-0.250293882,1.820792778,56.02552785,729.3890996,1552.184015,25.14290712,81.8861071,149.5919922,222.9594041,17.68543511,6.436805241,0.008918256,0.010892783,2.703792608,1910.959319,41041.8105,0.884273791,0.582961574,18938.19242,4564.197096,9556.113389,19.36857551
0.613916298,0.516507648,1.821797085,56.25402206,716.0135132,1577.51725,25.11455163,84.7724642,198.2605274,214.3053767,6.090578222,6.958438349,0.011468795,0.013722095,3.464550831,1945.442746,50487.00678,1.365079926,0.57624065,13821.39695,6089.300533,8985.166207,34.90378712
0.966739093,1.37563209,1.846165657,56.46219602,721.2824041,1514.438278,25.45606809,80.51098419,217.3001279,194.2079245,6.544125348,6.205306249,0.009490055,0.01180432,3.383577452,1726.607055,49429.16159,1.080169503,0.782421813,11678.17913,4817.365741,7104.594583,91.55687041
-1.86046001,0.40666124,1.847072914,56.24475305,737.8371863,1486.500529,25.44624985,76.33292068,164.1283963,202.0657274,19.89558775,6.808127202,0.00700727,0.007913802,2.659971229,1527.051915,34589.14111,0.457046502,0.855500938,19025.61075,3220.540857,8710.171255,74.64164783
-0.603722646,-0.005572086,1.814896335,55.70598741,717.9427793,1590.3334,25.09296564,83.97259478,146.8268397,227.3696829,15.41028917,7.670602851,0.012102241,0.01211794,3.465818354,2153.117008,49309.7236,1.192761008,0.696127129,16575.92989,5662.748266,9601.388575,21.46683784
-0.158223863,0.607907432,1.848600911,56.75036346,732.1752049,1500.182791,25.17108105,76.25300664,240.5594704,184.1809769,5.524949019,5.094577692,0.008908448,0.009656834,2.958319311,1965.176012,45432.77455,0.698581285,0.943547356,9142.824325,2990.384045,4818.919401,-7.31970744
-0.913191375,0.180884577,1.854484217,57.74765184,742.1929366,1510.489662,25.13137792,77.37076315,249.1033112,186.8576971,6.192880153,3.709884376,0.005857064,0.007906097,1.64502122,1109.295302,21372.74034,0.558138769,0.368016478,9228.142568,2231.486542,4654.13694,-48.34073625
-2.827967703,-0.901002321,1.816244371,56.23503985,736.2523564,1556.213985,24.94745035,82.71009799,146.6670848,228.362679,15.14759427,4.067115267,0.006671391,0.009818221,1.924569294,1794.961942,33652.31035,0.696012931,0.368000304,20272.71849,4044.558494,9647.756563,-55.27307231
-3.430104284,-1.025405151,1.83355985,56.56531613,745.4447986,1533.683609,24.87488706,80.32783468,156.739441,218.5351608,12.16102714,2.732831134,0.004715199,0.006258688,1.505906658,1515.417104,27728.3112,0.365659823,0.408902729,20068.29744,3438.780758,9268.368998,-26.89003898
-1.068475906,0.698611526,1.846795223,56.24428867,732.2382022,1501.626089,25.52031571,76.54906591,167.7890221,201.2957447,19.22764459,7.299274619,0.009198563,0.008952153,3.044224277,1608.370832,38133.15718,0.548401032,0.901501271,17921.06854,3544.050164,8636.099754,71.63144837
-3.014341663,-0.407826313,1.825864212,55.66074717,736.5952259,1519.15879,25.25932986,78.56778606,118.7457079,222.8266596,21.02365687,6.617121863,0.007818586,0.008825324,2.586699948,1832.033944,39788.45043,0.545055941,0.793433718,19124.99903,3659.940789,8969.506175,107.3531
-0.714431893,0.067459836,1.831518547,56.4924892,729.9214253,1530.862009,25.00920307,79.7332234,216.1902413,200.8289745,7.961819137,5.166700736,0.008880355,0.011153959,2.83592307,2099.268351,47376.85263,0.818530919,0.744702403,13568.65189,4312.875253,7404.064728,-25.47169
-0.619250779,0.565164662,1.832295257,55.9101356,726.9309094,1502.897156,25.30243054,77.55748253,193.3774143,199.442305,13.33587582,6.773423726,0.009911351,0.011962435,3.467957841,2124.683583,53977.76741,0.802260762,1.054379785,16245.9777,4193.250526,8068.375727,39.9666
-0.540588448,0.720793102,1.837351295,55.90277666,725.7433195,1513.672903,25.39756157,78.47293728,174.1302095,203.9680229,16.27231523,7.441060269,0.010187066,0.010848868,3.497242869,1984.720191,50702.58813,0.831168522,0.986859219,16828.37812,4507.399116,8715.174849,50.38856
-2.034758559,-0.459267325,1.838597525,56.83008473,740.0727271,1531.412296,24.94585599,79.46966518,195.6859578,205.9539844,10.91403482,3.898758008,0.006486518,0.007833866,1.985993969,1675.189611,32232.0432,0.537739516,0.510577139,16888.94579,3609.945213,8282.165626,-70.37501
-0.137392018,0.330696281,1.831307593,56.63793419,726.0052311,1546.239655,25.13215184,80.77218096,213.7510778,203.3330335,7.600547904,5.86640933,0.010082169,0.012139198,2.963111853,1885.8825,43689.92286,0.990987011,0.630951774,13502.80309,4610.424691,7752.816899,16.77727
-0.660272352,0.308042906,1.852072646,57.35835822,738.941685,1502.261538,25.10619265,76.87271917,251.1754148,184.3794745,5.27879137,4.038570342,0.006656478,0.008572645,2.131184287,1508.415345,31823.37185,0.595051464,0.61183725,8218.281972,2442.892348,4249.902647,-47.94857
-0.321144217,0.750211834,1.855140934,57.01533787,735.4821095,1489.714855,25.29806732,76.23906614,237.4120944,183.5559805,8.022168682,5.051060815,0.007291172,0.008683468,2.550268364,1588.709484,36078.64568,0.641385942,0.785752035,10289.33198,2608.412807,5024.906459,21.61942
-2.194398545,-0.829178035,1.841137822,57.33557594,745.0725726,1535.528759,24.75821974,77.75842287,225.9939046,198.0830296,5.070381327,1.606450166,0.006481622,0.007114871,1.588575366,1533.766099,26901.58915,0.232949949,0.466497737,13526.9923,2746.686905,6582.982944,-146.64508
1.221408461,1.529753482,1.852607466,56.87355747,722.5878908,1517.089954,25.52595882,80.6639926,226.4539004,191.6058743,4.772177022,5.694784966,0.00893841,0.011197059,3.011880952,1452.879164,41488.36904,1.045979864,0.601463543,10334.29416,4499.199116,6546.75071,103.37473
-2.803718699,-0.708414601,1.828814089,56.62601108,740.2428514,1546.022526,25.0535803,81.38400944,152.8900673,222.2338012,15.69736948,4.345935576,0.00615732,0.008435789,1.749857842,1420.381723,25205.99763,0.620073221,0.303304339,20222.74038,3639.18954,9518.353021,4.61517
-1.260891353,-0.033599415,1.820503723,55.66762625,724.958876,1547.603493,25.12634748,80.93249282,155.7279828,218.2498472,16.42558043,7.03301866,0.01034894,0.011351919,3.271393899,2250.171585,52895.31865,0.929309874,0.857195781,17808.96915,4997.330818,9363.563285,17.36993
-1.711800769,-0.292130419,1.845176207,57.43668423,743.3378072,1521.365123,25.05218633,77.01085431,224.4799198,195.2661363,8.412641163,3.459146881,0.006812552,0.008190006,1.732834857,1226.001348,22709.84178,0.442503482,0.441600048,14176.24806,2443.384403,6573.51812,-48.13141
-1.266056171,-0.430414852,1.835395728,57.17443854,738.2139642,1532.382627,24.77815193,80.06614209,243.3640405,197.0201588,3.735855839,2.684149804,0.006385921,0.009699963,1.950650832,1841.250961,36429.05741,0.539018339,0.462468049,10102.36167,3624.830472,5856.726185,-153.20215
-2.615800979,-0.473841627,1.839027812,56.50570177,742.2679653,1513.745024,25.04115355,78.04460022,174.5112915,207.5550672,13.76138747,4.402645286,0.006091584,0.007207826,2.056409482,1637.197223,33217.69949,0.444209205,0.648785522,18986.35693,3317.308062,8728.465085,1.35555
0.537354882,0.541907228,1.816026506,55.75978643,712.7841079,1576.865778,25.15812938,84.28299868,179.5903698,218.0148257,8.751681807,7.767944117,0.012588202,0.014222517,3.888796062,2073.272263,58298.9313,1.38480443,0.775721104,15116.17541,6293.788523,9427.334347,39.63244
-1.237175265,-0.451194414,1.814081182,56.11575277,726.2502296,1567.084398,24.84435211,83.98725932,183.4552215,220.3562144,10.71471009,4.999504251,0.008619451,0.011837878,2.670238904,2272.577115,48599.02182,0.940218905,0.543426267,17035.34458,5321.868621,9404.040685,-56.7754
-3.635422181,-0.584534236,1.837375231,55.93716885,743.4640011,1513.229125,25.22312284,77.80703867,113.3139282,221.0909583,19.65668679,5.805804544,0.006218967,0.005806861,2.134798022,1523.316691,30854.41591,0.36602969,0.712416078,18743.51386,3166.095741,8724.19311,134.02272
-0.167761716,0.80345752,1.856198303,57.36492228,734.2216032,1519.51896,25.46883828,76.58010292,218.8926595,190.35749,10.44402385,5.744087704,0.009254565,0.008735385,2.369228743,1157.770946,24533.524,0.605201444,0.555651627,13206.06136,2700.495875,6542.13425,43.61712
-2.016348865,-0.54618846,1.810651441,55.46667653,726.2315841,1561.629355,24.97548889,82.48774461,136.9205607,228.5401629,17.20088467,6.170518553,0.009420616,0.010970582,2.912610771,2387.666547,52447.26822,0.885115897,0.755218254,18303.89772,4963.66249,9438.316488,-13.90225
-0.43534751,0.355942457,1.851552602,57.46558532,736.0766658,1528.975091,25.17866202,78.26394632,234.7820207,191.5113707,6.819821729,4.7180994,0.00802497,0.008610188,2.14042696,1373.702156,27022.14653,0.71120267,0.456543608,10739.66773,3039.701907,5855.350853,-24.74663
-3.735140148,-1.108202918,1.820333046,55.96866339,739.4116975,1560.956368,24.9928214,82.92819708,102.8922064,237.9558956,17.90678931,4.285613724,0.006041938,0.007284262,1.747036905,1690.867748,28881.15453,0.609287045,0.353812648,17947.77662,3566.549274,8566.041142,-47.82878
-0.623300055,-0.235275897,1.830066231,56.93804478,729.6879415,1569.139776,24.87090167,82.07086826,218.6217963,207.0840405,5.645053893,4.386018425,0.009253406,0.010716757,2.459132193,1953.694393,37154.65901,0.848132744,0.440578031,12773.18646,4638.253621,7746.462968,-77.29146
-1.329041122,0.309953679,1.846128345,56.73474849,737.5726312,1498.927163,25.28154144,77.23502769,201.2186388,196.6484077,13.75601113,5.592469023,0.006940387,0.008799356,2.413815493,1522.585138,33606.60478,0.592107752,0.698365548,16407.12988,3152.639615,7653.033048,10.2202
-3.258949454,-1.210805122,1.817102474,56.33429094,739.6212162,1559.378294,24.82091805,82.4708612,148.1750541,228.4882843,12.59424737,2.559557272,0.006008829,0.008722589,1.620669141,1792.851591,31332.27407,0.520936388,0.335999561,20407.02351,3822.772972,9582.66344,-106.24975
-1.32607218,-0.068320226,1.83966333,56.9314306,736.8637367,1526.948316,25.1116532,77.94217779,208.5667517,199.8442244,10.53585767,4.796779354,0.008244142,0.009402672,2.316423906,1607.30854,32625.15837,0.617376495,0.599653745,15486.89848,3291.967716,7555.863104,-27.37577
-2.034391311,-1.015380147,1.816945054,56.36639047,732.7032828,1576.857161,24.64978205,83.01389357,182.9703479,220.6591915,8.73858563,2.730625736,0.007929323,0.009681258,2.126148904,2296.324992,41247.66725,0.553993574,0.479318537,17288.46346,4740.59566,9238.003427,-135.87005
-1.045278218,-0.016731512,1.849934316,57.46010925,742.270649,1499.599681,24.96537538,76.23498652,262.0754633,182.3786859,3.313342606,3.01852384,0.006110586,0.008404424,1.929806177,1520.275012,31277.84765,0.444469332,0.614918315,6438.599467,2020.646134,3267.343965,-108.84736
-2.883761212,-0.812132663,1.845185901,57.27272968,748.4496863,1529.235748,24.92716063,78.18095161,191.6122664,205.6991585,9.941243268,2.431163124,0.005118902,0.005615106,1.318695586,1098.734401,18480.41164,0.284943439,0.338490596,18268.88027,2674.375105,8286.793988,-27.22445
-1.299019006,0.274323601,1.864659844,57.97829242,747.8666186,1489.382717,25.22809235,76.25780972,248.0815991,182.8488219,8.303153457,3.536705595,0.003555892,0.005688825,1.171178196,658.4947966,12476.0694,0.412438756,0.288549846,9998.784475,1431.003251,4348.144803,-29.65813
0.474126791,1.215974332,1.852968512,56.96068567,728.612191,1503.815959,25.5222355,77.44731087,226.1521128,187.8634824,8.246861221,5.77658455,0.009120528,0.010559077,2.856032552,1427.426942,36429.09083,0.755845389,0.719662622,11632.38792,3299.503949,6123.784116,77.49322
-0.952055987,0.038295939,1.852642735,57.77724823,742.6092347,1513.407094,25.05583225,76.84667718,256.3470233,185.3305139,4.45877827,3.265062469,0.006353116,0.008111919,1.676599967,1191.024069,22649.15115,0.50379304,0.413255036,7773.026355,2042.92194,3996.093932,-85.14733
-4.362872278,-1.350206336,1.807968501,55.49969133,738.877109,1556.341847,24.99841128,83.27528448,80.22478853,246.2775136,17.67226796,3.955834075,0.005623584,0.008143026,1.672624528,1826.100029,33831.38325,0.602550267,0.403417084,16461.4269,3169.216432,7480.23385,-170.15596
-0.576777493,0.409245487,1.857862781,57.36868454,740.0934955,1491.24923,25.10400459,75.59985659,259.3588274,178.4722658,4.249017697,3.874242995,0.006486659,0.00749738,2.180428934,1555.604677,32874.75674,0.522431909,0.727449899,6114.139274,1899.202708,3045.683129,-41.44194
-1.432809777,-0.405177542,1.814593309,55.82839579,725.6754127,1564.802896,24.95857659,81.84280457,163.2849693,221.0945862,13.75524985,5.874796037,0.010191845,0.011502741,2.977576083,2316.927575,50381.40979,0.890305888,0.738427929,17897.62435,4993.942696,9436.539843,-16.78988
-0.756213334,0.479974698,1.853016952,56.90232602,737.2847728,1490.54023,25.18339861,76.52362005,232.4136565,185.9320868,8.640415171,4.86833593,0.006725382,0.008102849,2.487636064,1706.385504,37725.61671,0.606929779,0.801246961,11259.22312,2774.114982,5457.789417,-4.46385
-1.222957703,-0.248019382,1.847848162,57.67625785,742.3464699,1526.671804,24.89051384,79.32430546,249.6805118,192.2599496,4.254005421,2.724862687,0.005391006,0.007918418,1.549030895,1354.52517,24845.74128,0.530567098,0.296074745,8933.255111,2913.992962,5092.71675,-127.44674
-2.058367216,0.135165702,1.83661536,55.92064769,735.8140242,1493.624708,25.317395,76.98607434,159.7959428,206.5342055,18.86266076,6.680918556,0.007607249,0.009145948,2.843214537,1850.995327,42526.19233,0.548417316,0.932117052,19289.88194,3624.500876,8913.319568,59.85218
0.247216997,0.490521702,1.828236338,56.26495956,720.8109048,1551.903045,25.10075369,82.52894986,207.0589132,206.6446206,6.903223166,6.445649279,0.010415335,0.012583151,3.350099911,2096.520537,52818.1722,1.16935932,0.715123248,13271.85329,5499.384578,8222.222473,11.84055
-2.804058049,-1.256681424,1.800828753,55.80972703,729.2016011,1601.114227,24.81036536,85.21713341,120.0927313,243.0643587,15.9506144,3.770039525,0.008471226,0.010303955,2.065475808,2165.73026,35784.01954,0.803848283,0.35134389,18578.03184,4241.788267,9198.892393,-120.36637
-0.563283838,0.570782365,1.852239735,57.14156318,736.6909748,1497.935089,25.27185728,77.02977029,233.4719313,187.5221749,8.782358187,4.96986533,0.006954185,0.008939112,2.325928356,1456.426822,32244.09619,0.64970408,0.645340887,11469.25474,2759.627784,5624.672469,-2.825
-1.32367097,-0.395029499,1.837134249,56.76741289,737.5550672,1520.038657,24.7757082,77.16453042,239.4682518,191.5808717,3.848331892,3.054701002,0.007926708,0.009092132,2.432475721,2192.571844,45525.03581,0.393879325,0.829849703,10222.76587,3209.873549,5400.811111,-133.159
-2.391308908,-0.532179483,1.845126749,57.01095146,745.2297171,1514.496888,24.94675823,77.28056935,204.0692147,199.4167151,9.7280653,3.206042494,0.005728037,0.006501417,1.76514753,1457.694643,28218.88263,0.338153271,0.566390098,16543.65555,2785.396644,7558.572497,-52.457
0.768557277,0.652573358,1.82289306,56.19002072,714.7819117,1576.4233,25.17910038,84.38250784,194.8976003,213.7530608,6.253947074,7.256607676,0.012051838,0.013862138,3.620756055,1900.156765,51422.29089,1.380106344,0.628919538,13928.37127,6103.101463,9021.021456,43.579
0.120758622,0.807800066,1.850343532,56.939139,730.6182586,1510.518496,25.29943919,77.33519313,233.4254177,187.5312574,6.550900607,5.469424618,0.009115502,0.009908518,2.84005113,1690.390143,39684.85224,0.782018507,0.774435808,10321.13412,3267.82035,5604.975046,27.439
-2.30991759,-0.425123888,1.829762765,56.35062428,735.1784788,1553.310416,25.12494062,81.82692613,142.4635374,223.7042722,18.23178146,5.792519754,0.007553235,0.008577843,2.220431334,1642.664252,30689.43488,0.754789324,0.423326974,19003.21682,4120.772498,9457.234938,6.86
-3.756119494,-0.612038915,1.844438869,56.80543898,750.4376484,1504.948985,25.26549733,77.92975807,139.339641,215.9248216,17.03564365,4.537450674,0.003738858,0.005437808,1.310122681,686.9586484,13412.90577,0.276798452,0.335652391,21404.52217,2446.252488,9204.740446,99.667
-0.777352016,0.190268454,1.816437371,55.4860542,719.4865055,1559.061469,25.17549452,83.26205527,147.6354826,223.7510752,17.25273538,7.89761166,0.010743219,0.012366412,3.529908535,2207.737183,56190.00836,1.158715529,0.803864719,17226.75836,5664.659509,9598.460587,39.544
-0.361352678,0.773209587,1.860272384,57.21617376,737.4427087,1489.191043,25.32055487,75.92835197,239.1874703,181.9191629,8.191922972,4.886568651,0.00681282,0.00757547,2.330432048,1424.89249,31335.04165,0.588874127,0.720211574,9930.885313,2286.880286,4757.743767,7.667
-0.483278375,0.844775561,1.848667219,56.77660685,732.3101712,1502.557517,25.48047021,78.24425275,200.7769174,196.576208,14.35670538,6.304230799,0.007700056,0.009884675,2.625295992,1391.716461,33451.84897,0.705425296,0.637522417,15816.03317,3557.014482,7797.856768,60.123
-2.220318042,-0.071475371,1.830186806,55.97298382,735.3734691,1508.16799,25.2850929,77.92982478,153.8397673,212.1615053,18.79824644,6.499746086,0.007927578,0.009904314,2.705549801,1790.753329,40549.7041,0.591880327,0.812751025,19842.48876,3704.567785,9174.642098,62.544
-1.914894177,-0.297809228,1.835664664,56.55183622,736.6784687,1535.240236,25.05779098,79.78355201,177.569878,210.4730434,13.96715086,5.076450288,0.007478054,0.008505477,2.28913209,1747.825892,34825.00394,0.652290096,0.570930662,18027.73804,3910.543451,8891.379395,-28.246
-0.842398969,0.602706156,1.861405975,57.14572598,740.9782733,1475.10165,25.23695916,75.83867141,239.9965259,180.9869129,8.910951245,4.516520445,0.005029699,0.006603027,2.150851935,1445.403582,31214.3436,0.523132408,0.739694628,10179.74965,2124.582763,4608.971363,-15.333
-0.680163315,0.07043328,1.828727037,56.45619842,729.0923408,1530.948876,24.99111956,80.87529387,216.9076192,202.869253,7.882257795,5.148809891,0.008280451,0.011676146,2.793940202,2109.368561,48540.85544,0.886872954,0.684758725,13616.60964,4610.607569,7594.734092,-37.527
-4.132894956,-1.12052427,1.8168864,55.36767267,739.601371,1534.711013,25.0150279,80.33338776,93.16944731,234.919319,17.5374447,4.626053543,0.006358586,0.007412857,2.067717934,2030.95989,41042.16629,0.470776012,0.70210482,17303.77569,3501.385041,8097.052398,6.456
-0.57079034,-0.136035604,1.826385607,56.46605222,727.6724016,1549.497769,24.84984354,81.13283357,221.410513,203.6582598,5.266603107,4.684597356,0.009313182,0.011459458,2.858352331,2300.363589,50514.62531,0.831036725,0.710453403,12289.79669,4809.342539,7380.090212,-65.772
-2.670901991,-0.467966696,1.826393131,55.99449659,733.5370516,1563.046484,25.22627514,82.04579618,106.732782,232.896446,22.44774494,6.82968445,0.008474065,0.008276181,2.395634808,1652.001921,30071.85694,0.76019175,0.466305272,17169.75847,3952.629781,8740.501613,62.141
0.199546537,0.460379041,1.831772015,56.26487217,721.5272606,1554.540649,25.11144564,80.81760094,204.1122189,204.1495249,7.068192005,6.537954974,0.011579355,0.011755403,3.471183911,2148.046062,52110.70598,1.062669141,0.831604327,13223.7525,5142.072842,8019.776646,18.158
