Fe,Mn,Ni,Co,Cr,V,Al,D1,D2,D8,D10,D15,D16,D19,D21,SFE
0.479664397,0.027415792,0.222482843,0.233761727,0.004206728,0.024339757,0.008128755,-3.756119494,-0.612038915,750.4376484,25.26549733,139.339641,215.9248216,4.537450674,0.005437808,99.667
0.252436918,0.015026348,0.458265323,0.01295407,0.204010504,0.031255519,0.026051317,-0.777352016,0.190268454,719.4865055,25.17549452,147.6354826,223.7510752,7.89761166,0.012366412,39.544
0.074726911,0.013722099,0.424770256,0.386787063,0.042407056,0.03359267,0.023993945,-0.361352678,0.773209587,737.4427087,25.32055487,239.1874703,181.9191629,4.886568651,0.00757547,7.667
0.349149656,0.032105798,0.338022017,0.147819321,0.062974216,0.041684858,0.028244134,-2.220318042,-0.071475371,735.3734691,25.2850929,153.8397673,212.1615053,6.499746086,0.009904314,62.544
0.096208843,0.014591655,0.347910994,0.462271711,0.032519084,0.015145701,0.031352012,-0.842398969,0.602706156,740.9782733,25.23695916,239.9965259,180.9869129,4.516520445,0.006603027,-15.333
0.080373639,0.029990098,0.286395158,0.402497276,0.157979276,0.017623237,0.025141317,-0.680163315,0.07043328,729.0923408,24.99111956,216.9076192,202.869253,5.148809891,0.011676146,-37.527
0.547092171,0.014426287,0.134543646,0.155595135,0.08764811,0.031775759,0.028918891,-4.132894956,-1.12052427,739.601371,25.0150279,93.16944731,234.919319,4.626053543,0.007412857,6.456
0.035336113,0.016513945,0.226093508,0.489783908,0.178767508,0.029720716,0.023784303,-0.57079034,-0.136035604,727.6724016,24.84984354,221.410513,203.6582598,4.684597356,0.011459458,-65.772
0.460595656,0.004565762,0.35951156,0.00149088,0.124383582,0.043042407,0.006410153,-2.670901991,-0.467966696,733.5370516,25.22627514,106.732782,232.896446,6.82968445,0.008276181,62.141
0.163696479,0.014588301,0.242312637,0.318544399,0.215922969,0.03329039,0.011644826,-1.184651336,-0.486042164,725.4822669,24.85845551,175.6094386,222.4477285,5.193773374,0.011410213,-48.018
0.390947304,0.026107739,0.301281186,0.081434133,0.137429895,0.03670963,0.026090113,-2.413786242,-0.443328836,729.5105943,25.12998339,125.0165336,228.2431399,6.672036058,0.010638741,19.369
0.189245896,0.013247673,0.223179968,0.477418512,0.049783464,0.041126655,0.005997833,-1.89891925,-0.250416372,744.0742537,25.09261801,207.7075364,198.5819129,3.940680645,0.006634302,-25.018
0.349875384,0.017248658,0.238761868,0.247088233,0.084969728,0.035738856,0.026317272,-2.578825976,-0.440226731,736.9670901,25.10155496,149.9614073,216.2054652,5.537119235,0.008656454,25.018
0.380451078,0.023269494,0.138460534,0.306504805,0.137126489,0.012115848,0.002071752,-3.200254169,-1.028988792,740.5231953,24.92331706,141.046574,229.6829581,3.410956439,0.007984862,-52.053
0.026740607,0.013307418,0.344447649,0.447788634,0.115038535,0.044134323,0.008542834,-0.252564993,0.29418299,733.0951401,25.10249518,236.5491945,193.260683,4.752185463,0.009616093,-33.491
0.159597775,0.008850129,0.266305896,0.440115035,0.08025932,0.043246536,0.001625309,-1.473126208,-0.157169815,740.4881458,25.09031268,208.1790143,200.7981442,4.32102139,0.007295959,-43.176
0.199747178,0.016207865,0.493929106,0.215262582,0.004878326,0.064884072,0.005090871,-0.9217905,0.658151154,740.0520157,25.52246018,206.1526784,190.5536298,5.737778678,0.007003295,40.755
0.341069654,0.015529637,0.199518645,0.17348881,0.234328257,0.030124076,0.00594092,-2.367576647,-1.018230524,726.2226662,24.83294506,121.7093897,242.2334893,4.839324497,0.010470221,-86.352
0.275484884,0.014099984,0.343005694,0.271510843,0.085842818,0.005554977,0.0045008,-1.896019719,0.003920602,741.719207,25.21879363,182.0176689,207.69863,5.21184536,0.006485266,6.86
0.197035518,0.018126121,0.401549822,0.257705708,0.057103124,0.046520734,0.021958973,-1.101885577,0.384948549,735.4275256,25.31413661,197.4239124,197.1047741,5.953156063,0.008950265,18.965
0.675937359,0.023611641,0.166803255,0.034859461,0.052366837,0.03049664,0.015924808,-4.921221591,-1.239355263,745.0338265,25.16998742,67.31032852,241.7268865,4.555958268,0.006409286,-136.387
0.119948719,0.027449934,0.186092613,0.524822036,0.084547529,0.047717077,0.009422091,-1.532363687,-0.340338057,739.0956625,24.99137707,219.0820368,199.6389855,3.718999004,0.009407709,-75.457
0.102900132,0.033230527,0.283902882,0.532388192,0.017084113,0.02238446,0.008109692,-1.302745348,0.245231364,746.7980142,25.22153604,246.9252622,183.7950549,3.61554029,0.006582392,-32.281
0.249536286,0.014602118,0.400844544,0.1560784,0.152762268,0.018696894,0.007479491,-1.266911524,0.057939639,731.1177445,25.18610056,168.5063458,216.545532,6.33453157,0.009605509,10.088
0.027867609,0.015756257,0.352771065,0.370049466,0.154405459,0.049035948,0.030114195,0.003648428,0.335551819,724.083952,25.04582394,221.4506893,198.1662134,5.816981138,0.012299296,-5.246
0.140361768,0.005133806,0.083358934,0.517765907,0.211449347,0.033927821,0.008002416,-1.724252166,-0.978800961,730.6216864,24.63959317,185.1235801,221.8000052,2.916747647,0.009906883,-115.001
0.254403093,0.013892386,0.366303723,0.136133243,0.156490018,0.044849546,0.027927992,-1.260891353,-0.033599415,724.958876,25.12634748,155.7279828,218.2498472,7.03301866,0.011351919,23.80721
0.202865714,0.025391378,0.365390642,0.296459966,0.054368812,0.03207734,0.023446148,-1.329041122,0.309953679,737.5726312,25.28154144,201.2186388,196.6484077,5.592469023,0.008799356,16.54399
0.030328106,0.023376584,0.283583841,0.547625971,0.065279104,0.030246913,0.019559481,-0.660272352,0.308042906,738.941685,25.10619265,251.1754148,184.3794745,4.038570342,0.008572645,-53.26358
0.248023982,0.011453225,0.48832582,0.151769452,0.029817041,0.02427364,0.046336839,-1.048968994,0.862963382,734.7109214,25.4563103,188.7945905,191.2137121,6.548895633,0.007933718,62.94787
0.056531289,0.013997349,0.364109494,0.427461175,0.088936661,0.043068112,0.005895919,-0.43534751,0.355942457,736.0766658,25.17866202,234.7820207,191.5113707,4.7180994,0.008610188,-23.4037
0.076199064,0.029571481,0.642181842,0.147779475,0.046649706,0.039611255,0.018007177,0.508216926,1.41919124,731.6768618,25.6252356,236.0314607,181.6194464,5.193608355,0.009661389,89.17615
0.223744039,0.012219722,0.527494894,0.053627052,0.105110068,0.04387579,0.033928434,-0.540588448,0.720793102,725.7433195,25.39756157,174.1302095,203.9680229,7.441060269,0.010848868,58.50924
0.508249602,0.015493889,0.2529149,0.136166335,0.047250004,0.015749806,0.024175464,-3.602670814,-0.53890575,743.6809488,25.22069978,118.1681777,222.248538,5.715537511,0.006300935,119.43955
0.500927338,0.012087996,0.168143498,0.161534379,0.127428539,0.021277737,0.008600512,-3.735140148,-1.108202918,739.4116975,24.9928214,102.8922064,237.9558956,4.285613724,0.007284262,-50.439
0.159597775,0.008850129,0.266305896,0.440115035,0.08025932,0.043246536,0.001625309,-1.473126208,-0.157169815,740.4881458,25.09031268,208.1790143,200.7981442,4.32102139,0.007295959,-43.57929
0.200270633,0.012735615,0.169446713,0.478007735,0.097772237,0.025870359,0.015896709,-2.034758559,-0.459267325,740.0727271,24.94585599,195.6859578,205.9539844,3.898758008,0.007833866,-60.5268
0.067106049,0.008242123,0.730597263,0.050296985,0.075587559,0.035487619,0.032682403,1.091267404,1.770707071,725.1736026,25.65282942,226.6615656,181.4874125,5.351020124,0.009640221,113.38687
0.307130443,0.032210579,0.230642676,0.310037306,0.090521874,0.021177613,0.008279508,-2.488795784,-0.473678762,740.7183515,25.10165773,170.0465014,214.736096,4.575899935,0.00862826,-4.84214
0.071185334,0.018785099,0.418480986,0.376560117,0.054795874,0.032597357,0.027595232,-0.321144217,0.750211834,735.4821095,25.29806732,237.4120944,183.5559805,5.051060815,0.008683468,14.52643
0.270538501,0.020484723,0.360193207,0.223578884,0.053183401,0.026993765,0.045027519,-1.647716213,0.319028417,734.7841715,25.27604757,178.6119551,199.7066143,6.440719197,0.009168007,48.82495
0.205060741,0.003505517,0.460426992,0.119136982,0.128050944,0.044688389,0.039130436,-0.606463109,0.509643765,724.1357791,25.25424575,172.7914882,206.1663184,7.402871428,0.010895306,41.56173
0.163546276,0.014853163,0.428293751,0.208312651,0.104177224,0.04270051,0.038116425,-0.590039253,0.529518815,727.2777799,25.25325986,193.1006329,199.4561847,6.684654268,0.010955301,24.61423
0.261814254,0.014486791,0.535163994,0.070864325,0.045990812,0.020886952,0.050792871,-0.878723147,0.989368351,731.3349585,25.49861441,180.6008885,193.8849778,6.98691804,0.008995014,77.87781
0.132225973,0.02782097,0.187775204,0.548079972,0.049553889,0.048195069,0.006348924,-1.711800769,-0.292130419,743.3378072,25.05218633,224.4799198,195.2661363,3.459146881,0.008190006,-56.08817
0.165652207,0.025893004,0.33610982,0.400168982,0.029227214,0.033624621,0.009324152,-1.372829779,0.252443389,743.2713135,25.27940508,220.8859167,191.1431789,4.603863593,0.007151546,-8.47375
0.253845935,0.035102637,0.136922796,0.415806086,0.124079449,0.025017103,0.009225994,-2.458846503,-0.777435111,738.4645038,24.91765431,177.7820238,217.2565609,3.516225205,0.009662406,-76.66728
0.414459565,0.022822075,0.420346947,0.019158799,0.064163034,0.024633933,0.034415646,-2.258158749,0.174867221,734.6030863,25.39059147,135.82313,214.4711651,7.442603588,0.009009814,85.54454
0.007229544,0.027796477,0.164107525,0.694154097,0.054838311,0.030791306,0.02108274,-1.045278218,-0.016731512,742.270649,24.96537538,262.0754633,182.3786859,3.01852384,0.008404424,-110.15877
0.217792138,0.01695154,0.26469491,0.253371554,0.178748961,0.046994622,0.021446274,-1.432809777,-0.405177542,725.6754127,24.95857659,163.2849693,221.0945862,5.874796037,0.011502741,-22.59667
0.464134624,0.022390011,0.302540232,0.075078263,0.063227012,0.045172271,0.027457586,-3.014341663,-0.407826313,736.5952259,25.25932986,118.7457079,222.8266596,6.617121863,0.008825324,98.05341
0.090367274,0.009117212,0.245352654,0.372027881,0.227387971,0.034358941,0.021388067,-0.660337901,-0.313548128,722.3617142,24.80926555,191.5989818,216.6260762,5.392377503,0.011984282,-36.71959
0.02529435,0.027496504,0.223392132,0.622837906,0.055418621,0.03864806,0.006912428,-0.952055987,0.038295939,742.6092347,25.05583225,256.3470233,185.3305139,3.265062469,0.008111919,-80.7024
0.035326524,0.012395883,0.337024252,0.500962107,0.070215628,0.029542197,0.014533408,-0.469524572,0.443189932,738.6460471,25.15623404,247.7890403,184.7885977,4.269383494,0.007539463,-36.31608
0.089275285,0.008778413,0.394700901,0.291627535,0.134718696,0.043375972,0.037523199,-0.206300714,0.476393657,724.9176757,25.13280701,207.1428947,198.1999256,6.332723427,0.01137296,12.91238
0.349149656,0.032105798,0.338022017,0.147819321,0.062974216,0.041684858,0.028244134,-2.220318042,-0.071475371,735.3734691,25.2850929,153.8397673,212.1615053,6.499746086,0.009904314,64.56192
0.133960569,0.006704698,0.534404007,0.065166715,0.213258167,0.039999225,0.006506619,0.182692001,0.497502729,719.4455026,25.22517913,179.501081,215.9661966,7.324377655,0.012184393,43.17578
0.070360406,0.014195424,0.521154029,0.220756849,0.064059458,0.058469087,0.051004746,0.316673225,1.131701715,725.1755204,25.39905637,222.2911525,183.2374278,6.248297728,0.011435394,61.33382
0.081395261,0.01612097,0.038193423,0.585717286,0.216169532,0.04296742,0.01943611,-1.48949683,-0.999885047,727.4881879,24.56663226,198.431973,218.1512481,2.717916209,0.011404481,-143.24676
0.085987709,0.014753648,0.458946467,0.224177596,0.137152717,0.043679157,0.035302707,0.068341097,0.672289348,723.2675894,25.22201441,207.6277197,197.9588258,6.578096856,0.012058116,33.4915
0.465728753,0.024145432,0.335792736,0.033794105,0.093719671,0.020696104,0.026123199,-2.868039662,-0.307850593,735.3943704,25.25828352,117.4196512,225.6810427,6.876292493,0.008911055,85.94805
0.110046072,0.026381236,0.539400217,0.237586361,0.044040673,0.033620119,0.008925321,-0.173906595,0.98954448,736.8778238,25.50575177,231.047026,185.871109,5.186002189,0.008173616,56.088
0.171697812,0.028858627,0.439527386,0.180348734,0.096431243,0.043966049,0.039170148,-0.619250779,0.565164662,726.9309094,25.30243054,193.3774143,199.442305,6.773423726,0.011962435,38.334
0.264453194,0.029782994,0.219803491,0.26345343,0.19179521,0.022250763,0.008460919,-1.987454321,-0.678339217,729.9483376,24.9192107,157.4064438,227.8537136,4.86560574,0.010970565,-59.72
0.014907832,0.018581264,0.423114335,0.39192532,0.08164856,0.033359162,0.036463527,0.145589363,0.852662398,730.6726624,25.24137784,245.4223546,182.1084558,5.139564331,0.010216507,19.772
0.135233539,0.002403456,0.619119136,0.062078985,0.103127659,0.043435965,0.034601259,0.354020734,1.200908951,723.9838938,25.47792148,198.3293273,193.8828484,6.830026931,0.010369847,81.106
0.267035397,0.036267111,0.275389911,0.328507466,0.039383541,0.035667322,0.017749251,-2.143179966,-0.119620591,741.5954365,25.22636004,188.4626342,202.5541796,5.012494558,0.008739358,18.158
0.522928765,0.032718878,0.23120007,0.074822681,0.102874579,0.020403856,0.015051171,-3.665526277,-0.850210491,738.6549065,25.14521485,102.8045331,235.2665976,5.416087878,0.008610249,-20.176
0.217521316,0.012498893,0.537888462,0.050518969,0.084271073,0.063143828,0.034157458,-0.472915744,0.759034772,725.5645027,25.44267303,175.7066279,201.4575249,7.513405062,0.011105529,64.158
0.009633686,0.01442455,0.277378352,0.594288697,0.045795442,0.032380759,0.026098515,-0.576777493,0.409245487,740.0934955,25.10400459,259.3588274,178.4722658,3.874242995,0.00749738,-48.825
0.115261498,0.00874684,0.266149753,0.474368336,0.086187353,0.042082839,0.00720338,-1.1765872,-0.055187564,738.8730616,25.06429861,218.9954825,197.1754056,4.326549262,0.007777102,-56.492
0.009478326,0.024302247,0.348753916,0.557256923,0.027051239,0.00620933,0.026948019,-0.408087582,0.771591101,742.7297889,25.23655222,270.9602877,172.5058347,3.597420026,0.006481851,-27.842
0.186571997,0.012539445,0.101974474,0.561565964,0.08225568,0.041433654,0.013658786,-2.250113019,-0.681824183,741.9976832,24.87991216,200.5699247,204.6560959,3.025196262,0.007679761,-84.334
0.135464693,0.009354794,0.465214206,0.110440585,0.227384915,0.032304267,0.01983654,-0.02765878,0.331776194,717.8324945,25.1097012,176.3924319,217.5515073,7.323283502,0.012722952,29.86
0.053516234,0.017020502,0.457905479,0.221321725,0.21363205,0.001007175,0.035596836,0.364780701,0.673975832,719.5232105,25.09515729,210.1545396,204.1931469,6.51324631,0.012753438,25.825
0.485482341,0.024273967,0.36173837,0.019156128,0.056585682,0.019418686,0.033344827,-2.951207939,-0.121072599,737.6367251,25.34937198,119.3762421,220.086037,7.169243186,0.008286946,111.773
0.055121407,0.012511066,0.448102547,0.268928838,0.139931247,0.043788044,0.031616851,0.194542734,0.664592078,723.9156167,25.19334816,216.55392,196.0905966,6.262189607,0.011807273,25.421
0.078443174,0.01926452,0.383442255,0.409659128,0.069552951,0.030531661,0.00910631,-0.559766948,0.481833318,738.3145221,25.24416462,236.1663065,188.8373586,4.671414503,0.007993391,-8.877
0.106824639,0.007697795,0.252549083,0.402218271,0.174139575,0.034433568,0.02213707,-0.874806919,-0.185576126,727.8688131,24.90085964,199.3697694,209.0113447,5.193992927,0.01069653,-48.421
0.222595384,0.029732021,0.363752298,0.299840532,0.020909965,0.029772812,0.033396988,-1.508734753,0.413184283,739.4943184,25.33582878,202.8535421,191.8968753,5.606924496,0.008462618,40.351
