Fe,Mn,Ni,Co,Cr,V,Al,D1,D2,D10,D16,D19,D21,class
0.483147178,0.029451546,0.29170175,0.08006387,0.04923755,0.039336321,0.027061786,-3.233093115,-0.432816185,25.28217398,222.2390299,6.411965156,0.008672661,2
0.219118513,0.013879323,0.414123463,0.185135999,0.12532258,0.002114393,0.040305729,-0.998438581,0.468809203,25.21295917,204.3525985,6.640809661,0.009796068,2
0.205060741,0.003505517,0.460426992,0.119136982,0.128050944,0.044688389,0.039130436,-0.606463109,0.509643765,25.25424575,206.1663184,7.402871428,0.010895306,2
0.134239582,0.008338211,0.432407391,0.163581582,0.216093522,0.044521563,0.00081815,-0.248723516,0.103073859,25.09472978,218.9290939,6.638208666,0.011866662,1
0.016506159,0.013268661,0.423718139,0.359915574,0.134743047,0.041836546,0.010011874,0.191584563,0.543958742,25.17175038,194.1645286,5.313292178,0.010487817,1
0.163696479,0.014588301,0.242312637,0.318544399,0.215922969,0.03329039,0.011644826,-1.184651336,-0.486042164,24.85845551,222.4477285,5.193773374,0.011410213,0
0.003584758,0.009795423,0.686472043,0.179994813,0.048597561,0.044045855,0.027509547,1.192664121,1.74676993,25.62318473,173.30239,4.503759421,0.008661186,2
0.508249602,0.015493889,0.2529149,0.136166335,0.047250004,0.015749806,0.024175464,-3.602670814,-0.53890575,25.22069978,222.248538,5.715537511,0.006300935,2
0.372216473,0.024882761,0.194991173,0.315325847,0.029530041,0.038641432,0.024412274,-3.058536898,-0.516339652,25.14739933,210.4254502,4.759124673,0.007528266,2
0.114697092,0.016392577,0.602034218,0.123707544,0.093540944,0.030204556,0.01942307,0.253250204,1.147501369,25.49269767,191.7822725,6.039335513,0.009744821,2
0.186898725,0.018463598,0.614649572,0.102924395,0.017381312,0.037032254,0.022650145,-0.301528492,1.239936196,25.64685063,185.7571295,5.846468006,0.007575776,2
0.169080004,0.021740933,0.521088417,0.162079932,0.060794727,0.014470984,0.050745004,-0.382505691,1.089940217,25.44055835,188.1018581,6.259265716,0.009863628,2
0.103261933,0.028010424,0.29018623,0.538863924,0.013553766,0.019801307,0.006322417,-1.299019006,0.274323601,25.22809235,182.8488219,3.536705595,0.005688825,0
0.127352627,0.003622367,0.427614244,0.192629532,0.157491508,0.043775143,0.047514579,-0.169739491,0.52239831,25.13916936,203.6856975,7.219173131,0.012094558,2
0.047842113,0.005785024,0.516000173,0.357074009,0.004769242,0.03916339,0.029366049,0.108625218,1.235009063,25.47297324,171.5463376,4.496662148,0.005975714,2
0.019993498,0.007172335,0.681354122,0.095227241,0.143173125,0.024326082,0.028753597,1.310171916,1.540592947,25.47293767,188.5825025,5.766810594,0.01119123,2
0.2073876,0.013474476,0.38740833,0.221877315,0.080635962,0.049384687,0.03983163,-1.053169308,0.361798564,25.24614437,200.3569934,6.655950324,0.010288534,2
0.216977482,0.008116927,0.392817993,0.141780149,0.211161442,0.027724173,0.001421834,-0.942714431,-0.110921016,25.07310918,224.5122852,6.489068153,0.010754805,1
0.622481204,0.029665874,0.157477233,0.089843039,0.050334879,0.022474343,0.027723428,-4.626381654,-1.077737295,25.14607463,235.1954802,4.840088851,0.007146256,2
0.313752634,0.022886842,0.122494981,0.470901655,0.018677457,0.033856329,0.017430103,-3.095173681,-0.650380898,25.05261091,204.6224886,3.374217429,0.006320137,2
0.137888733,0.018571179,0.346467335,0.326161037,0.080261769,0.051161037,0.039488911,-0.8243039,0.342188972,25.18066103,195.1245252,6.011902106,0.010726841,1
0.156611653,0.003388286,0.463421684,0.096659813,0.190178834,0.053016327,0.036723403,-0.124946918,0.417203985,25.15251345,213.0766981,7.800556463,0.012766325,2
0.235088167,0.010049164,0.411002727,0.131650625,0.117033612,0.057003971,0.038171734,-0.995578961,0.270662864,25.22715068,209.1840146,7.368663841,0.011248067,2
0.09589669,0.012213292,0.033978624,0.738679847,0.05597797,0.032085017,0.031168559,-2.021743347,-0.54748706,24.79180157,190.6045679,2.397744029,0.007250714,0
0.251710365,0.01711277,0.515364772,0.117886968,0.023981492,0.046700576,0.027243057,-1.017432797,0.775261491,25.52350845,194.3156257,6.590231354,0.008288949,2
0.031625632,0.014024473,0.653653834,0.041832478,0.190745064,0.040895478,0.027223041,1.294245746,1.248630385,25.38191251,199.8231389,6.948563615,0.013838514,2
0.413404489,0.014847376,0.417941504,0.006647159,0.126333784,0.002316903,0.018508785,-2.20678014,-0.002613066,25.28924211,224.0039706,7.191411647,0.008482077,2
0.113868986,0.025683568,0.534690501,0.215937704,0.030647815,0.030408303,0.048763122,-0.068775325,1.245098815,25.49559493,179.7591903,5.638291603,0.009844184,2
0.518978242,0.013888016,0.167544764,0.209128332,0.03444553,0.034503501,0.021511615,-4.017428729,-0.883168457,25.13320878,224.0719352,4.62439928,0.006094544,2
0.164281364,0.028346746,0.245702615,0.473819247,0.02387528,0.039007574,0.024967174,-1.666143857,0.042250336,25.16432546,190.4197725,4.412145782,0.008112085,0
0.176886465,0.012899495,0.55731622,0.040158691,0.15024479,0.033572953,0.028921386,-0.067356321,0.79703667,25.35756355,206.5212136,7.427516482,0.011744297,2
0.179097619,0.005006471,0.453568158,0.199025036,0.07211894,0.043828946,0.04735483,-0.611007804,0.719610252,25.31866918,193.8456078,6.755629276,0.009742961,2
0.362139789,0.019534779,0.329897309,0.20062107,0.026585384,0.040919367,0.020302302,-2.461817584,-0.071321257,25.31884309,207.490627,5.95083909,0.007342169,2
0.073386253,0.014714563,0.34391611,0.338789052,0.144749946,0.047072223,0.037371853,-0.292236547,0.296646124,25.05633785,199.791796,6.104660204,0.012072965,1
0.115675347,0.013282977,0.417608318,0.220856604,0.168630636,0.030901209,0.033044908,-0.223611871,0.431858497,25.12783511,205.4584371,6.676530619,0.011973149,2
0.281250753,0.013277832,0.412487599,0.192803502,0.003368137,0.056268939,0.040543237,-1.579116734,0.481540599,25.4167746,194.264298,6.607569132,0.008142952,2
0.096009022,0.024169284,0.231233602,0.556489636,0.031155547,0.036539206,0.024403703,-1.315398478,0.106796836,25.10793869,185.3898189,3.962198856,0.007843282,0
0.061442956,0.014078819,0.486227973,0.175203907,0.196053321,0.038980503,0.028012521,0.446739097,0.636475011,25.16465804,205.4610949,6.921875883,0.013221859,2
0.390334734,0.011174702,0.142389277,0.224861258,0.185901816,0.043768272,0.001569941,-3.009975964,-1.245115687,24.84355067,240.7718553,3.743526304,0.009099504,0
0.76443208,0.017599174,0.149537403,0.00097085,0.022467548,0.027141434,0.01785151,-5.582676551,-1.359382661,25.20842892,244.0995155,4.305486429,0.00490112,0
0.226688074,0.008405518,0.300630632,0.1774252,0.219636242,0.044165832,0.023048502,-1.208167863,-0.377895024,24.93256764,227.3397132,6.563916522,0.011828852,1
0.350009081,0.028376837,0.405967012,0.071519785,0.064203482,0.048559754,0.031364049,-1.905550007,0.149029905,25.36505742,211.5836238,7.224498285,0.010317285,2
0.098407274,0.021597584,0.580422513,0.181198776,0.059725268,0.014825111,0.043823474,0.234169418,1.375523446,25.50206835,181.519218,5.487314248,0.00958888,2
0.415061532,0.013952784,0.283457987,0.138587891,0.063204139,0.055359496,0.030376171,-2.761471372,-0.391518441,25.20644706,218.8848904,6.440111202,0.008757845,2
0.205060741,0.003505517,0.460426992,0.119136982,0.128050944,0.044688389,0.039130436,-0.606463109,0.509643765,25.25424575,206.1663184,7.402871428,0.010895306,2
0.028825045,0.006597969,0.683813267,0.076146475,0.165367025,0.029959622,0.009290596,1.25428933,1.347069057,25.45687278,195.4203358,6.051191094,0.011090273,2
0.254403093,0.013892386,0.366303723,0.136133243,0.156490018,0.044849546,0.027927992,-1.260891353,-0.033599415,25.12634748,218.2498472,7.03301866,0.011351919,2
0.16171226,0.012267619,0.52121771,0.03876068,0.195738193,0.041267219,0.02903632,0.023994192,0.571978925,25.23759577,213.846613,7.824323651,0.013047814,2
0.178707553,0.0150872,0.385739779,0.327111166,0.046798227,0.023929545,0.022626532,-1.14175391,0.465603081,25.29632447,191.8227686,5.329943372,0.007235506,1
0.169080004,0.021740933,0.521088417,0.162079932,0.060794727,0.014470984,0.050745004,-0.382505691,1.089940217,25.44055835,188.1018581,6.259265716,0.009863628,2
0.177589199,0.026975799,0.425357384,0.25769317,0.024324496,0.036445425,0.051614528,-0.877534747,0.779662983,25.38289414,186.2099454,6.10448496,0.009865445,2
0.200270633,0.012735615,0.169446713,0.478007735,0.097772237,0.025870359,0.015896709,-2.034758559,-0.459267325,24.94585599,205.9539844,3.898758008,0.007833866,0
0.336719021,0.023758279,0.361880935,0.156577287,0.047680377,0.036925265,0.036458836,-2.058367216,0.135165702,25.317395,206.5342055,6.680918556,0.009145948,2
0.255096831,0.010335336,0.579443182,0.037733661,0.042557684,0.055028355,0.019804952,-0.727200143,0.871255578,25.57509153,197.9246991,6.992290026,0.008485079,2
0.721745019,0.027377142,0.146496631,0.034171363,0.022988089,0.032470263,0.014751495,-5.358939561,-1.333728186,25.20794883,241.6865267,4.12732163,0.005784346,0
0.070360406,0.014195424,0.521154029,0.220756849,0.064059458,0.058469087,0.051004746,0.316673225,1.131701715,25.39905637,183.2374278,6.248297728,0.011435394,2
0.163546276,0.014853163,0.428293751,0.208312651,0.104177224,0.04270051,0.038116425,-0.590039253,0.529518815,25.25325986,199.4561847,6.684654268,0.010955301,2
0.089275285,0.008778413,0.394700901,0.291627535,0.134718696,0.043375972,0.037523199,-0.206300714,0.476393657,25.13280701,198.1999256,6.332723427,0.01137296,1
0.441143345,0.038896027,0.312439896,0.059385764,0.02730957,0.084543557,0.036281841,-2.81996705,-0.324551934,25.3425798,218.0083509,7.114591354,0.010969313,2
0.0199625,0.014769755,0.766507145,0.097234543,0.051388279,0.012896572,0.037241206,1.39953347,2.126396252,25.72646519,170.6994891,3.707048182,0.008300626,2
0.581013341,0.004213218,0.100845456,0.182960053,0.064590326,0.038883253,0.027494353,-4.51289077,-1.262417317,25.00222915,234.8255304,4.028530113,0.006108935,1
0.009548304,0.015089652,0.108175539,0.750062034,0.055907831,0.021157162,0.040059478,-1.205465307,-0.060238666,24.86034545,180.1840922,3.017838655,0.007775701,0
0.219118513,0.013879323,0.414123463,0.185135999,0.12532258,0.002114393,0.040305729,-0.998438581,0.468809203,25.21295917,204.3525985,6.640809661,0.009796068,2
0.261814254,0.014486791,0.535163994,0.070864325,0.045990812,0.020886952,0.050792871,-0.878723147,0.989368351,25.49861441,193.8849778,6.98691804,0.008995014,2
0.047842113,0.005785024,0.516000173,0.357074009,0.004769242,0.03916339,0.029366049,0.108625218,1.235009063,25.47297324,171.5463376,4.496662148,0.005975714,2
0.229900623,0.022999347,0.463812621,0.150506044,0.044804853,0.035467127,0.052509385,-0.955621273,0.773646788,25.41125942,193.3545861,6.85493488,0.010260533,2
0.203191363,0.01358087,0.530868959,0.100925395,0.071799765,0.057384312,0.022249337,-0.528571966,0.738535792,25.45614754,198.9597875,6.89451837,0.009932786,2
0.270538501,0.020484723,0.360193207,0.223578884,0.053183401,0.026993765,0.045027519,-1.647716213,0.319028417,25.27604757,199.7066143,6.440719197,0.009168007,2
0.037250972,0.001795465,0.399147186,0.399092231,0.095308119,0.039915176,0.027490851,-0.052247569,0.636006674,25.17729466,187.3218169,5.280373173,0.008927273,1
0.114697092,0.016392577,0.602034218,0.123707544,0.093540944,0.030204556,0.01942307,0.253250204,1.147501369,25.49269767,191.7822725,6.039335513,0.009744821,2
0.063869785,0.014438253,0.477072217,0.321300401,0.054240051,0.016258385,0.052820907,0.046202327,1.161043042,25.34958542,177.8472914,5.256816651,0.009081928,2
0.086156584,0.004486203,0.135458079,0.615551969,0.075127928,0.060065951,0.023153286,-1.452313039,-0.368155866,24.88809451,194.3174123,3.587758653,0.008342165,0
0.085987709,0.014753648,0.458946467,0.224177596,0.137152717,0.043679157,0.035302707,0.068341097,0.672289348,25.22201441,197.9588258,6.578096856,0.012058116,2
0.146602881,0.012177601,0.583528349,0.035295279,0.166596089,0.027224235,0.028575565,0.245856489,0.917162325,25.35651707,205.6258181,7.331607974,0.012039352,2
0.371774345,0.014698229,0.422187549,0.016256125,0.115095326,0.039745966,0.02024246,-1.878807676,0.009455242,25.30160959,221.4119337,7.438821206,0.009788571,2
0.03409765,0.018009161,0.559836419,0.169389449,0.186361183,0.023278596,0.009027542,0.744216057,0.887568363,25.28239994,201.1326005,6.178432001,0.012074435,2
0.112908097,0.006207956,0.391282159,0.370520094,0.051058749,0.015180544,0.052842401,-0.593646776,0.803286725,25.24507566,182.3783072,5.451567739,0.007945092,1
0.127352627,0.003622367,0.427614244,0.192629532,0.157491508,0.043775143,0.047514579,-0.169739491,0.52239831,25.13916936,203.6856975,7.219173131,0.012094558,2
0.090871787,0.025778001,0.735281361,0.064394521,0.009635711,0.043201583,0.030837036,0.774798241,1.858262326,25.79315868,174.3137106,4.71518139,0.008960872,2
0.083836018,0.016640431,0.104688852,0.705470894,0.027263302,0.0292672,0.032833302,-1.747658892,-0.205443929,24.92853875,183.5871404,2.965868722,0.00683328,0
0.514814135,0.018799461,0.16434502,0.169964305,0.0826791,0.042740595,0.006657384,-3.922854099,-1.11885572,25.07255294,234.1922842,4.149202367,0.007312786,1
0.073386253,0.014714563,0.34391611,0.338789052,0.144749946,0.047072223,0.037371853,-0.292236547,0.296646124,25.05633785,199.791796,6.104660204,0.012072965,1
0.211796955,0.013914213,0.189692904,0.500920228,0.027670219,0.04260153,0.013403951,-2.19225155,-0.310034425,25.08572364,196.8065318,3.80660563,0.006303574,1
0.084321723,0.026645817,0.509007828,0.297702341,0.010348204,0.034115879,0.037858207,-0.107387293,1.186059157,25.49214978,175.5767614,4.988201523,0.008611427,2
0.047170426,0.014827007,0.481167872,0.304184571,0.080981878,0.015198937,0.056469308,0.251574948,1.164744201,25.30807536,180.3063376,5.509644391,0.010270873,2
0.098407274,0.021597584,0.580422513,0.181198776,0.059725268,0.014825111,0.043823474,0.234169418,1.375523446,25.50206835,181.519218,5.487314248,0.00958888,2
0.579441775,0.006826355,0.234621847,0.064595744,0.036849796,0.049142802,0.028521682,-4.004950702,-0.775217871,25.22160704,229.1181087,6.042628845,0.006604179,2
0.41022835,0.048272363,0.296616243,0.149280951,0.03039087,0.041587671,0.023623551,-2.876924029,-0.276867502,25.3254765,214.030383,6.000672592,0.009740274,2
0.031625632,0.014024473,0.653653834,0.041832478,0.190745064,0.040895478,0.027223041,1.294245746,1.248630385,25.38191251,199.8231389,6.948563615,0.013838514,2
0.148725148,0.016356413,0.490796022,0.111406433,0.189252533,0.029798762,0.013664689,-0.152685714,0.452212103,25.21808926,212.7953596,6.990475045,0.01202389,2
0.396647943,0.023133595,0.362785472,0.06493758,0.041390571,0.075582084,0.035522755,-2.325149112,-0.078933857,25.34947459,214.1979686,7.377989243,0.010219182,2
0.250904523,0.01627364,0.405775362,0.219523843,0.026748467,0.044829651,0.035944515,-1.418010992,0.463834804,25.36998334,195.1644735,6.335591613,0.008422683,2
0.143471211,0.015222854,0.280181726,0.39915285,0.093020469,0.040715978,0.028234911,-1.169986893,0.048604149,25.07771184,198.7270172,5.248885961,0.009604951,0
0.035539325,0.022528631,0.655980822,0.142980498,0.053425918,0.035626198,0.053918608,0.990279122,1.750684655,25.58830239,174.6463946,5.130778815,0.011263142,2
0.227721045,0.007200377,0.476143114,0.08778752,0.144023429,0.017976538,0.039147977,-0.697140156,0.562155706,25.26037665,208.500262,7.39249357,0.01059316,2
0.271028629,0.010617316,0.523973363,0.021777831,0.041560469,0.111732109,0.019310281,-0.910342559,0.483507729,25.51564627,204.8937579,7.80324421,0.010804644,2
0.096009022,0.024169284,0.231233602,0.556489636,0.031155547,0.036539206,0.024403703,-1.315398478,0.106796836,25.10793869,185.3898189,3.962198856,0.007843282,0
0.101305021,0.015229022,0.477735555,0.321603652,0.064178372,0.016422495,0.003525883,-0.377225847,0.779148661,25.37755042,187.8026562,4.794372171,0.006508268,1
0.171697812,0.028858627,0.439527386,0.180348734,0.096431243,0.043966049,0.039170148,-0.619250779,0.565164662,25.30243054,199.442305,6.773423726,0.011962435,2
0.316358977,0.014671466,0.313532342,0.205875294,0.104256902,0.034172737,0.011132281,-2.096262391,-0.261465333,25.16485949,216.6323425,5.790139536,0.008572118,1
0.04024438,0.014700158,0.520662046,0.246582303,0.138076249,0.003410383,0.036324483,0.492749176,1.087439868,25.28241618,189.608991,5.6824597,0.010672125,2
0.374139881,0.016759135,0.142410316,0.391186115,0.024288848,0.048509455,0.00270625,-3.373371193,-0.835652744,25.089308,213.0757986,3.330280168,0.005836591,2
0.327552709,0.013939985,0.399071285,0.080038038,0.120475058,0.02418327,0.034739657,-1.671564774,0.133619564,25.23883041,215.8668474,7.30554608,0.00997663,2
0.29914932,0.036719599,0.435644052,0.120785588,0.024842938,0.0353908,0.047467703,-1.567719054,0.565712271,25.44895551,197.7820189,6.939374968,0.010321345,2
0.223744039,0.012219722,0.527494894,0.053627052,0.105110068,0.04387579,0.033928434,-0.540588448,0.720793102,25.39756157,203.9680229,7.441060269,0.010848868,2
0.275762632,0.026981251,0.260049573,0.31538722,0.055501384,0.042367326,0.023950615,-2.15362637,-0.203978,25.1678794,205.713001,5.288372223,0.008991894,2
0.538842642,0.057533478,0.252545417,0.032530019,0.051436988,0.040289324,0.026822132,-3.736803593,-0.689295416,25.28704222,229.6192419,6.118222033,0.010316136,2
0.435214672,0.014360136,0.252786062,0.131956701,0.104074257,0.042862627,0.018745544,-2.973799823,-0.65933591,25.11765404,228.001066,5.832409218,0.008645495,2
0.01113381,0.012954912,0.692363621,0.007362021,0.206765897,0.022404583,0.047015156,1.66871603,1.549814757,25.38672774,196.4939814,6.816741653,0.014607803,2
0.065455112,0.006801228,0.518711124,0.079956876,0.260891771,0.045847883,0.022336006,0.742705652,0.529665188,25.10400837,216.920962,7.753283963,0.014287244,2
0.074850837,0.009019493,0.665893845,0.07556496,0.073620093,0.079043734,0.022007038,0.831595972,1.349383146,25.5859165,187.6081781,6.366485224,0.011056083,2
0.012531985,0.005810081,0.391536811,0.217836028,0.312511999,0.036597236,0.02317586,0.655576819,0.112244354,24.84245878,221.6311035,7.049199454,0.014500269,1
0.096816913,0.009624014,0.458052096,0.18732668,0.143214802,0.068333786,0.036631708,0.093546089,0.57013751,25.20898097,201.6723686,7.13110535,0.012792009,2
0.016605994,0.003104879,0.78537659,0.005711248,0.085924701,0.058913859,0.044362729,1.759128155,2.019004053,25.68101538,178.5317245,5.322498227,0.011590015,2
0.057851144,0.011734705,0.606098532,0.023935165,0.224418381,0.056048192,0.019913881,1.049793385,0.873378379,25.27991441,210.3323153,7.713290437,0.014496402,2
0.018579317,0.011040144,0.521952179,0.139341916,0.255232856,0.032278724,0.021574863,0.967919378,0.673708036,25.10810551,210.885374,7.151987337,0.01418572,2
0.250092239,0.013562989,0.486305785,0.073334855,0.066443748,0.102318653,0.007941731,-0.954318781,0.296160845,25.43337088,208.162971,7.287534924,0.010728639,2
0.028202834,0.005620912,0.538354015,0.188547867,0.154735871,0.063745666,0.020792836,0.769565287,0.855809937,25.2785475,197.3431399,6.608113568,0.012332391,2
0.031753155,0.002174748,0.375813498,0.230336039,0.305710427,0.043626599,0.010585533,0.420650914,-0.052204395,24.84079132,224.1146444,6.675641708,0.013757693,1
0.006532084,0.002526126,0.427887019,0.234258556,0.284229827,0.035028215,0.009538174,0.691330105,0.238319746,24.93343712,216.9580038,6.619762365,0.013450678,1
0.080096969,0.016953376,0.607875225,0.073985247,0.135676726,0.062777574,0.022634883,0.696208798,1.046214138,25.42887869,198.1237655,6.965792522,0.012883448,2
0.112193839,0.007821875,0.338217393,0.17618427,0.305996099,0.051256735,0.008329789,-0.195009266,-0.363287256,24.82620723,233.0117547,6.659685225,0.013589218,1
0.134022069,0.001811092,0.474088212,0.114323308,0.192829875,0.068686765,0.014238679,-0.010698727,0.306994523,25.16831859,214.8742369,7.39607188,0.012428926,2
0.313592956,0.015157919,0.458409203,0.017104626,0.061948125,0.102916198,0.030870973,-1.337832626,0.23225555,25.41159358,211.2970247,8.057506183,0.0115447,2
0.15891047,0.013198264,0.499084112,0.160936404,0.045191299,0.092807293,0.029872158,-0.35463871,0.714071411,25.43985037,193.3117345,6.89983553,0.010963974,2
0.011192968,0.006622054,0.498588373,0.208470592,0.179311795,0.057705776,0.038108443,0.842713799,0.815409176,25.17539368,198.26465,6.908465518,0.013562293,2
0.012776568,0.014406435,0.769286978,0.048275397,0.029662717,0.106534126,0.019057779,1.537774515,1.806483443,25.78024036,176.2675866,5.367510792,0.011351377,2
0.098502848,0.014780546,0.531657144,0.046045155,0.251058939,0.038021494,0.019933874,0.537354882,0.541907228,25.15812938,218.0148257,7.767944117,0.014222517,2
0.204901129,0.010057495,0.260482018,0.399296641,0.061368841,0.040643726,0.02325015,-1.716429691,-0.077683963,25.11324423,199.4499,4.976101772,0.007773651,1
0.109461809,0.013468455,0.738839675,0.02901677,0.04390064,0.033549402,0.03176325,0.774277475,1.79562942,25.73197883,180.0681981,5.236073283,0.008735881,2
0.040392528,0.016721698,0.035211585,0.618133143,0.225633392,0.038746528,0.025161125,-1.221291355,-0.912021783,24.53330326,215.2092897,2.858945858,0.011859331,0
0.099009905,0.017280512,0.496240867,0.252762497,0.065740764,0.042505923,0.026459532,-0.108573626,0.89525186,25.39050059,187.651058,5.753253091,0.009559398,2
0.247377754,0.010863842,0.156043124,0.353813074,0.182844784,0.032523888,0.016533534,-2.093320713,-0.810502481,24.81243024,224.8711436,4.343983028,0.009921699,0
0.209078867,0.025541039,0.111217898,0.539143907,0.067350295,0.027355182,0.020312811,-2.401654264,-0.58066713,24.93514088,202.8294341,3.258187154,0.008032352,0
0.024949964,0.020368594,0.64811324,0.192387166,0.085120349,0.019490388,0.009570301,0.857774332,1.455700163,25.54911143,182.0145123,4.69272079,0.008683117,2
0.313226309,0.011257274,0.261773267,0.261616562,0.101561389,0.032233691,0.018331509,-2.265810929,-0.370665794,25.09104143,215.5733165,5.450535516,0.008313908,1
0.049414553,0.014533705,0.128593884,0.638257514,0.088658678,0.051190322,0.029351345,-1.231969261,-0.299034698,24.85831718,192.5088398,3.593741392,0.009548045,0
0.423354947,0.00183877,0.137770944,0.32879092,0.081720524,0.017294507,0.00922939,-3.541775372,-0.936233128,24.9824779,222.9717311,3.613797157,0.005290855,2
0.149989207,0.017179429,0.431817917,0.168537799,0.188446134,0.029968403,0.014061111,-0.403800983,0.25742127,25.14402017,213.6157898,6.661276075,0.011848467,1
0.190531669,0.01370406,0.507165509,0.181990648,0.058968509,0.041769926,0.005869679,-0.709145838,0.664868193,25.44923317,196.3362226,5.964135283,0.007749671,2
0.21145474,0.014378083,0.224264063,0.406349204,0.095603865,0.01659915,0.031350895,-1.829972157,-0.173408852,25.01599041,203.5613581,4.914874503,0.008462441,0
0.232185701,0.024271545,0.311052685,0.206615077,0.177764046,0.037280007,0.010830938,-1.411048317,-0.312023754,25.04101489,222.1551855,5.953899909,0.011427479,1
0.020096753,0.013681686,0.353110246,0.448430069,0.104852762,0.014400849,0.045427634,-0.104866471,0.66867536,25.10249924,184.63042,5.091806207,0.009998094,1
0.081470818,0.01547548,0.39925466,0.267785799,0.192109554,0.022875932,0.021027757,-0.114403011,0.328382079,25.06819213,207.189852,6.17266908,0.011921973,1
0.011096065,0.023944585,0.459304415,0.384112546,0.075805904,0.030582544,0.015153942,0.184136628,0.873379465,25.31659847,182.4530019,4.669455879,0.009200581,1
0.031568673,0.021391577,0.100600874,0.71221422,0.058213768,0.050286538,0.02572435,-1.359447194,-0.308563677,24.8746125,186.8864713,2.917859918,0.008895028,0
0.367370671,0.017172561,0.259523817,0.183829827,0.12923386,0.016403746,0.026465518,-2.513797917,-0.449804432,25.06526128,223.1382754,5.905144628,0.009103656,2
0.125202942,0.011229417,0.156358619,0.443375256,0.211476837,0.044465926,0.007891003,-1.316148055,-0.745555988,24.74016795,220.6556363,3.970895052,0.011035348,0
0.304628346,0.018477655,0.067123613,0.477757631,0.104080191,0.019558,0.008374564,-3.098351875,-1.031482623,24.84717646,218.2179183,2.468453314,0.007267795,0
0.245750691,0.018237968,0.282590818,0.303501085,0.089470644,0.035069885,0.025378909,-1.791635147,-0.12119703,25.1225239,207.1576846,5.571442223,0.009190326,1
0.162885788,0.008024004,0.24738552,0.331463259,0.215821915,0.019511881,0.014907632,-1.171600705,-0.402163436,24.85177665,220.4483346,5.230776667,0.010685115,0
0.207090094,0.013999723,0.430332503,0.177067412,0.111850934,0.054304842,0.005354491,-0.939088,0.210140915,25.27700026,208.8083719,6.370396676,0.009889221,2
0.060256744,0.017341539,0.573855116,0.077410838,0.21299068,0.032024676,0.026120407,0.833711221,0.896868006,25.25814519,206.6944899,7.229247486,0.013914612,2
0.083376279,0.01329779,0.252186958,0.580295844,0.024460548,0.041395135,0.004987447,-1.246244037,0.091968116,25.13725884,184.6764488,3.492322096,0.00569175,0
0.042738619,0.012855028,0.637487478,0.212803172,0.03679586,0.033518507,0.023801336,0.683107547,1.550492259,25.59471511,175.1322346,4.611220274,0.007588306,2
0.496119969,0.017591292,0.280455897,0.060764132,0.119668296,0.011786437,0.013613977,-3.272445515,-0.652213636,25.15332341,233.6250323,5.960393969,0.007888283,2
0.091505377,0.017732436,0.234491163,0.458840544,0.155936061,0.016362274,0.025132144,-0.954882433,-0.106288037,24.91154163,203.5270514,4.730662782,0.010413474,0
0.039911,0.050822,0.54964,0.075741,0.192768,0.055146,0.035972,0.86449149,0.87039509,25.2975177,204.543063,7.419694705,0.016878661,2
0.184747,0.293067,0.193663,0.196891,0.046029,0.075436,0.010167,-2.18423587,-0.57137083,25.4791864,214.496161,4.150767439,0.022845181,2
0.291698,0.069758,0.322554,0.152531,0.090175,0.072175,0.001109,-1.96657208,-0.36010272,25.2827562,218.998466,5.775808062,0.013201898,2
0.322918,0.05699,0.046613,0.445604,0.031806,0.086247,0.009823,-3.362196568,-1.175904854,24.997979,215.6513153,2.376074593,0.010506827,2
0.07732,0.060299,0.26266,0.447813,0.084925,0.032381,0.034603,-0.92012211,0.167286533,25.11019099,192.6411864,4.822445901,0.012948317,2
0.121264,0.108897,0.376037,0.138959,0.169376,0.070011,0.015455,-0.509073979,0.003399503,25.23223733,216.5647336,6.58124956,0.018162368,2
0.261622,0.46956,0.125845,0.078467,0.005101,0.054401,0.005005,-3.283919826,-0.903155087,25.74120976,223.02523,2.890307578,0.023393739,2
0.289075,0.175652,0.365569,0.072267,0.063759,0.03195,0.001727,-2.057209797,-0.081834672,25.53196123,215.5513456,5.647186952,0.01834424,2
0.080498,0.115022,0.121678,0.558884,0.063926,0.055683,0.004309,-1.72392042,-0.5374745,25.0619577,199.181484,2.680411081,0.01517147,2
0.057616,0.2784,0.351306,0.14642,0.099469,0.064446,0.002344,-0.696823913,0.048651321,25.54741655,208.9493141,5.194129505,0.024701062,2
0.208567,0.118116,0.184159,0.241121,0.141932,0.095328,0.010778,-1.851180089,-0.835858524,25.06931853,225.5711044,4.692932893,0.016790001,2
0.364554,0.04491,0.178217,0.268421,0.052722,0.073299,0.017877,-2.98089878,-0.7707231,25.125934,218.463634,4.681199958,0.010498409,2
0.058262,0.174358,0.592719,0.051265,0.076374,0.036138,0.010885,0.303218847,1.101548878,25.73207117,193.3025837,5.60312314,0.02131087,2
0.070105,0.077528,0.0817,0.492838,0.204416,0.059342,0.01407,-1.326532707,-0.923550464,24.73440163,219.6014596,3.159673906,0.015175858,2
0.082309,0.054142,0.647993,0.067511,0.057054,0.058386,0.032605,0.61998091,1.41687638,25.6489912,185.192359,6.041972888,0.013990666,2
0.051006,0.065805,0.349666,0.224738,0.242664,0.049487,0.016634,-0.0018604,-0.03980362,24.9995474,218.809166,6.358927596,0.016598675,2
0.207573,0.080264,0.436285,0.109973,0.075384,0.067612,0.022909,-0.97219589,0.34240266,25.4297782,205.416683,6.797292633,0.015170821,2
